name and surname,preferences
Ned Henderson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Alisa Adams,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Julian Scott,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Amanda Perry,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Chelsea Taylor,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Amber Roberts,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Edward Campbell,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Lilianna Andrews,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Kelvin Brooks,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Rosie Turner,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Ned Hill,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Edgar Hamilton,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Adison Roberts,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Alexander Roberts,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Marcus Brooks,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Tess Crawford,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Camila Dixon,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lilianna Carroll,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
David Carroll,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Aldus Dixon,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
David Johnson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Ashton Murphy,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Owen Turner,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Joyce Harrison,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Spike Hall,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Maria Douglas,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Jenna Ellis,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Olivia Perkins,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Edgar Smith,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Jasmine Crawford,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Lana Hill,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Amy Richardson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Tyler Foster,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Albert Owens,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Lenny Thomas,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Henry Richards,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Rebecca Myers,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Hailey Moore,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Chloe Hawkins,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Jasmine Carter,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Florrie Andrews,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Daniel Reed,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Adrian Moore,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Jared Cole,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Cadie Parker,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Agata Tucker,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Harold Thomas,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
George Spencer,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Lucia Alexander,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Brad Richardson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Deanna Taylor,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Julian Robinson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kellan West,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Penelope Bennett,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Jenna Andrews,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Savana Brooks,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Aston Ellis,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Arianna Stevens,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Harold Murphy,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Alexia Johnson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Aston Thomas,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Martin Scott,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Myra Wright,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Dainton Hunt,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Ned Sullivan,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Owen Harrison,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Frederick Alexander,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Connie Phillips,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Miranda Rogers,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Paige Richardson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Victor Andrews,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Dale Baker,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Melanie Owens,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
April Thomas,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Steven Evans,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Harold Brooks,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Brad Wright,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Fiona Dixon,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Isabella Martin,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Kelvin Riley,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Adele Jones,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Emma Sullivan,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Daisy Anderson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Audrey Murphy,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Charlotte Kelly,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Adrian Ryan,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Sarah Thompson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Dexter Cooper,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Chester Watson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Vivian Moore,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Dainton Wilson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
James Roberts,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Kristian Hall,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Alford Harper,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Honey Thompson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Edwin Evans,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Andrew Brooks,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Robert Hill,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Wilson Grant,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Paige Harrison,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Jack Spencer,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Audrey Wells,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Eleanor Williams,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Kirsten Moore,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Preston Barnes,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Max Roberts,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Annabella Cole,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sofia Taylor,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Ted Stevens,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Thomas Reed,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kate Watson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Stella Allen,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Annabella Johnston,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Penelope Baker,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Sabrina Carter,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Lucia Allen,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Sienna Crawford,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Edith Mason,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Daryl Thomas,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Joyce Phillips,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Maria Perkins,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Alberta Russell,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Briony Lloyd,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Andrew Wilson,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Myra Murphy,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Max Elliott,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Sawyer Robinson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Vivian Harper,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Aiden Watson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Camila Harris,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Briony Morgan,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Garry Crawford,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Eleanor Thompson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Victor Douglas,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Marcus Richardson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Heather Anderson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Arnold Russell,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Adison Cameron,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Bruce Montgomery,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Edwin Sullivan,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Lilianna Dixon,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sofia Farrell,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Alfred Gibson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Roland Fowler,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Brianna Davis,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Steven Gibson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Ned Walker,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Sawyer Henderson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Kimberly Richardson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Abigail Owens,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Chelsea Mitchell,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Fenton Douglas,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Brianna Phillips,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Leonardo Grant,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Max Allen,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Alisa Wells,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Maddie Hawkins,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Daryl Dixon,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Ned Mason,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Aiden Ferguson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Adrian Martin,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alford Douglas,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Brad Moore,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Sydney Gibson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Tyler Cameron,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lenny Alexander,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Lily Phillips,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Annabella Anderson,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
David Hawkins,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Ted Moore,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Kirsten Ryan,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Abraham Watson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Lyndon Grant,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kristian Alexander,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Sofia Elliott,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Charlie Wright,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
George Rogers,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Lana Stevens,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Harold Reed,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Alexander Thomas,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Alberta Perkins,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Henry Dixon,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Roman Dixon,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
John Harper,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Patrick Thomas,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Maria Bennett,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Naomi Barnes,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Annabella Mason,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Gianna Fowler,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Adam Harper,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Reid Fowler,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Emily Brown,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Abraham Turner,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Paige Thomas,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Adele Murphy,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Adrianna Foster,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Blake Warren,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Blake Howard,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Arianna Hunt,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Olivia Parker,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Lenny Morrison,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Spike Spencer,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Fiona Edwards,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Elise Williams,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Savana Cunningham,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Edith Barrett,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Chester Fowler,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
James Hall,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Lucia Jones,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Maria Brown,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Fenton Robinson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Edwin Hawkins,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Adison Johnston,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Catherine Stewart,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Lydia Nelson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Melissa Henderson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Sarah Perry,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Sydney Thomas,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Jack Jones,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Sawyer Foster,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
David Mitchell,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Vanessa Williams,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Kimberly Martin,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Jenna Mason,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Tess Stewart,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Haris Holmes,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Robert West,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Alexia Spencer,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Richard Wells,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
William Hall,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
April Farrell,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Miley Murray,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Martin Gray,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Eric Owens,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Fenton Watson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Paul Carroll,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Walter Turner,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Victor Morris,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
George Evans,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Penelope Roberts,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Kirsten Tucker,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Gianna Kelly,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Myra Morris,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Marcus Reed,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Maya Montgomery,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Michael Evans,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Aida Stevens,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Vivian Cunningham,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Michael Ferguson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Garry Tucker,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Jack Harrison,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Julian Perry,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Chelsea Wilson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Deanna Gibson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
David Anderson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Thomas Ryan,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Naomi Carter,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Sam Russell,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Camila Fowler,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Tyler Brown,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Wilson Casey,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Lyndon Mitchell,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Aida Richards,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Walter Phillips,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Adele Brooks,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Roman Montgomery,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Cherry Carter,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Spike Ryan,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Alfred Perkins,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kelvin Stewart,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Alexander Stewart,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Sam Wilson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Harold Morrison,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Kirsten Adams,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Elian Moore,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Kirsten Edwards,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Eddy Smith,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Eleanor Thomas,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
David Thomas,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Melanie Williams,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Frederick Barnes,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Daisy Armstrong,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Alan Morris,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Oscar Ellis,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Martin Wright,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Violet Higgins,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Julian Walker,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Haris Kelley,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Melanie Walker,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Lilianna Tucker,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Amber Cunningham,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Roman Lloyd,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Rubie Robinson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Daisy Adams,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Adam Turner,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Elian Cunningham,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Briony Brooks,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Nicole Watson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Derek Ryan,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Wilson Campbell,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Belinda Campbell,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Arnold Parker,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Jasmine Davis,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Kevin Allen,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Preston Alexander,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Lana Cole,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
James Evans,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Evelyn Perry,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Lenny Sullivan,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Myra Hawkins,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Jessica Scott,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Deanna Stevens,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Roman Harrison,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Heather Richardson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Luke Richards,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Clark Myers,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Jared Roberts,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Ellia Carter,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Brooke Ryan,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Alissa Gray,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Sienna West,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Henry Allen,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Dainton Warren,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Penelope Nelson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Leonardo Farrell,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Edward Hunt,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Olivia Clark,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Dale Phillips,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Alfred Cunningham,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Andrew Henderson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
William Dixon,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Robert Gibson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Vivian Holmes,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Aiden Reed,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Lucia Carter,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Savana Fowler,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Victor Spencer,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
David Clark,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Olivia Cunningham,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
