name and surname,preferences
Alexander Spencer,"['Nurse', 'Doctor']"
Aida Walker,"['Nurse', 'Doctor']"
Clark Moore,"['Nurse', 'Doctor']"
Jack Miller,"['Nurse', 'Doctor']"
Jenna Brooks,"['Doctor', 'Nurse']"
James Riley,"['Nurse', 'Doctor']"
Ted Hawkins,"['Nurse', 'Doctor']"
Elise Holmes,"['Nurse', 'Doctor']"
Andrew Crawford,"['Nurse', 'Doctor']"
Roland Wells,"['Doctor', 'Nurse']"
Julia Carter,"['Doctor', 'Nurse']"
Lucas Johnson,"['Nurse', 'Doctor']"
Victoria Grant,"['Nurse', 'Doctor']"
Kellan Gray,"['Doctor', 'Nurse']"
Elise Kelly,"['Doctor', 'Nurse']"
Tiana Richards,"['Doctor', 'Nurse']"
Henry Douglas,"['Nurse', 'Doctor']"
Oliver Riley,"['Nurse', 'Doctor']"
Thomas Walker,"['Nurse', 'Doctor']"
Maddie Hill,"['Nurse', 'Doctor']"
Rebecca Baker,"['Nurse', 'Doctor']"
Heather Brown,"['Nurse', 'Doctor']"
Ted Richards,"['Doctor', 'Nurse']"
Anna Murray,"['Nurse', 'Doctor']"
Melissa Farrell,"['Nurse', 'Doctor']"
Kirsten Perkins,"['Doctor', 'Nurse']"
Harold Hall,"['Nurse', 'Doctor']"
Preston Johnson,"['Doctor', 'Nurse']"
Lucas Mason,"['Doctor', 'Nurse']"
Carlos Fowler,"['Nurse', 'Doctor']"
Maddie Harris,"['Doctor', 'Nurse']"
Amanda Russell,"['Doctor', 'Nurse']"
Tony Scott,"['Doctor', 'Nurse']"
Rebecca Rogers,"['Doctor', 'Nurse']"
Derek Parker,"['Nurse', 'Doctor']"
Alfred Hamilton,"['Doctor', 'Nurse']"
John Hawkins,"['Doctor', 'Nurse']"
Justin Andrews,"['Doctor', 'Nurse']"
Edgar Johnson,"['Nurse', 'Doctor']"
Garry Casey,"['Doctor', 'Nurse']"
Sabrina Barnes,"['Nurse', 'Doctor']"
William Robinson,"['Doctor', 'Nurse']"
Adelaide Ross,"['Doctor', 'Nurse']"
Alberta Dixon,"['Nurse', 'Doctor']"
Andrew Adams,"['Nurse', 'Doctor']"
Isabella Cooper,"['Doctor', 'Nurse']"
Oscar Parker,"['Doctor', 'Nurse']"
Dainton Perkins,"['Nurse', 'Doctor']"
Oscar Crawford,"['Doctor', 'Nurse']"
Eddy Allen,"['Nurse', 'Doctor']"
Emma Edwards,"['Doctor', 'Nurse']"
Ned Spencer,"['Nurse', 'Doctor']"
Henry Warren,"['Doctor', 'Nurse']"
Penelope Edwards,"['Doctor', 'Nurse']"
Tara Anderson,"['Nurse', 'Doctor']"
Chelsea Phillips,"['Doctor', 'Nurse']"
Preston Farrell,"['Nurse', 'Doctor']"
Aida Harris,"['Nurse', 'Doctor']"
Andrew Holmes,"['Nurse', 'Doctor']"
Freddie Scott,"['Nurse', 'Doctor']"
Maria Baker,"['Doctor', 'Nurse']"
Adrianna Cooper,"['Nurse', 'Doctor']"
Brianna Scott,"['Nurse', 'Doctor']"
Tara Henderson,"['Nurse', 'Doctor']"
Briony Cole,"['Doctor', 'Nurse']"
Emma Armstrong,"['Doctor', 'Nurse']"
Alina Martin,"['Nurse', 'Doctor']"
Florrie Hall,"['Doctor', 'Nurse']"
Catherine Morris,"['Nurse', 'Doctor']"
Clark Anderson,"['Nurse', 'Doctor']"
Briony Smith,"['Nurse', 'Doctor']"
Clark Chapman,"['Nurse', 'Doctor']"
Sienna Ellis,"['Doctor', 'Nurse']"
Adele Johnson,"['Doctor', 'Nurse']"
Anna Baker,"['Nurse', 'Doctor']"
Daryl Taylor,"['Nurse', 'Doctor']"
Michelle Roberts,"['Doctor', 'Nurse']"
Alisa Barnes,"['Nurse', 'Doctor']"
Julian Perkins,"['Nurse', 'Doctor']"
Arianna Craig,"['Doctor', 'Nurse']"
Catherine Kelly,"['Doctor', 'Nurse']"
Lana Russell,"['Nurse', 'Doctor']"
Caroline Parker,"['Nurse', 'Doctor']"
Sarah Harper,"['Nurse', 'Doctor']"
Blake Baker,"['Nurse', 'Doctor']"
Marcus Harper,"['Nurse', 'Doctor']"
Kelsey Kelly,"['Nurse', 'Doctor']"
Mary Hawkins,"['Doctor', 'Nurse']"
Ryan Harrison,"['Nurse', 'Doctor']"
Lyndon Hill,"['Doctor', 'Nurse']"
Albert Barnes,"['Doctor', 'Nurse']"
Blake Johnson,"['Doctor', 'Nurse']"
Deanna Carter,"['Doctor', 'Nurse']"
Bruce Thomas,"['Nurse', 'Doctor']"
Alford Barrett,"['Doctor', 'Nurse']"
Justin Campbell,"['Doctor', 'Nurse']"
Agata Bailey,"['Nurse', 'Doctor']"
David Farrell,"['Nurse', 'Doctor']"
Sophia Richards,"['Nurse', 'Doctor']"
Steven Morris,"['Doctor', 'Nurse']"
Catherine Tucker,"['Doctor', 'Nurse']"
Lenny Moore,"['Doctor', 'Nurse']"
Dexter Allen,"['Nurse', 'Doctor']"
Carl Nelson,"['Nurse', 'Doctor']"
Wilson Murray,"['Nurse', 'Doctor']"
Kelsey Elliott,"['Nurse', 'Doctor']"
Daisy Crawford,"['Nurse', 'Doctor']"
Amanda Stewart,"['Doctor', 'Nurse']"
Kristian Morgan,"['Doctor', 'Nurse']"
Connie Ryan,"['Doctor', 'Nurse']"
Edward Watson,"['Nurse', 'Doctor']"
Walter Perry,"['Nurse', 'Doctor']"
Abigail Chapman,"['Nurse', 'Doctor']"
Wilson Warren,"['Nurse', 'Doctor']"
James Walker,"['Nurse', 'Doctor']"
Olivia Sullivan,"['Nurse', 'Doctor']"
Paul Baker,"['Doctor', 'Nurse']"
Sydney Cooper,"['Doctor', 'Nurse']"
Ryan Adams,"['Nurse', 'Doctor']"
Rubie Hall,"['Nurse', 'Doctor']"
Lydia Martin,"['Doctor', 'Nurse']"
Tiana Kelly,"['Doctor', 'Nurse']"
Briony West,"['Doctor', 'Nurse']"
Roman Hawkins,"['Nurse', 'Doctor']"
Derek Harris,"['Nurse', 'Doctor']"
Miller Anderson,"['Nurse', 'Doctor']"
Lyndon Holmes,"['Nurse', 'Doctor']"
Tony Johnson,"['Nurse', 'Doctor']"
Ada Brown,"['Nurse', 'Doctor']"
Frederick Warren,"['Doctor', 'Nurse']"
Myra Lloyd,"['Doctor', 'Nurse']"
Abigail Carter,"['Nurse', 'Doctor']"
Valeria Gibson,"['Nurse', 'Doctor']"
Dale Martin,"['Doctor', 'Nurse']"
Kelsey Owens,"['Doctor', 'Nurse']"
Kate Casey,"['Doctor', 'Nurse']"
Agata Farrell,"['Doctor', 'Nurse']"
Alexia Hunt,"['Doctor', 'Nurse']"
Maddie Moore,"['Doctor', 'Nurse']"
Jasmine Watson,"['Nurse', 'Doctor']"
Julian Harris,"['Nurse', 'Doctor']"
Reid Henderson,"['Doctor', 'Nurse']"
Nicole Brown,"['Doctor', 'Nurse']"
William Wells,"['Doctor', 'Nurse']"
Sam Reed,"['Nurse', 'Doctor']"
Abigail Campbell,"['Nurse', 'Doctor']"
Arthur Russell,"['Nurse', 'Doctor']"
Adele Tucker,"['Nurse', 'Doctor']"
Sofia Rogers,"['Doctor', 'Nurse']"
Brooke Hawkins,"['Doctor', 'Nurse']"
Alexander Perry,"['Nurse', 'Doctor']"
Rafael Moore,"['Nurse', 'Doctor']"
Myra Henderson,"['Doctor', 'Nurse']"
Derek Ellis,"['Nurse', 'Doctor']"
Tony Evans,"['Doctor', 'Nurse']"
Vanessa Morgan,"['Nurse', 'Doctor']"
Carl Kelley,"['Doctor', 'Nurse']"
Eleanor Anderson,"['Nurse', 'Doctor']"
Preston Spencer,"['Doctor', 'Nurse']"
Alisa Craig,"['Nurse', 'Doctor']"
Heather Adams,"['Nurse', 'Doctor']"
